umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
9,3,0.08,9,0.71295124
5,4,0.02,10,0.712938
4,3,0.09,10,0.712929
7,6,0.05,9,0.712877
2,7,0.04,9,0.71286184
8,9,0.11,9,0.71284777
6,8,0.02,10,0.7128431
5,9,0.12,10,0.7128303
2,7,0.15,9,0.7127696
4,10,0.05,10,0.7126614
10,7,0.15,10,0.71265537
8,7,0.04,10,0.7126429
7,4,0.15,10,0.71263224
2,5,0.04,10,0.7125489
8,3,0.02,10,0.7124535
9,7,0.08,9,0.71243626
2,3,0.04,9,0.7124272
5,9,0.03,10,0.7124159
4,7,0.13,9,0.7123595
3,8,0.03,10,0.712349
4,9,0.02,10,0.7123168
4,5,0.02,9,0.7122931
3,9,0.09,10,0.71227854
10,3,0.15,10,0.7122729
2,8,0.09,9,0.71226835
2,6,0.07,9,0.712255
5,4,0.1,10,0.71218926
2,4,0.13,10,0.7121316
7,7,0.08,10,0.7119972
2,4,0.09,9,0.7119369
10,4,0.09,10,0.7118885
4,7,0.12,9,0.7118504
10,3,0.12,10,0.71184474
9,6,0.09,10,0.71178114
10,10,0.03,9,0.71162975
8,5,0.11,9,0.71159834
9,8,0.05,9,0.7114504
2,6,0.06,9,0.71143746
9,3,0.13,10,0.71133786
2,3,0.09,10,0.7112421
8,10,0.1,9,0.7111991
5,4,0.08,9,0.71118486
5,3,0.1,10,0.7110968
3,7,0.04,9,0.711091
4,3,0.11,10,0.7110148
8,4,0.1,9,0.71099246
2,7,0.06,9,0.7109193
10,4,0.14,9,0.7108067
9,3,0.04,10,0.7107059
4,3,0.04,10,0.7107003
8,3,0.04,10,0.71068466
2,4,0.06,9,0.71068335
2,8,0.03,8,0.7106682
8,7,0.1,10,0.71064824
4,10,0.02,10,0.7106227
6,8,0.13,9,0.71054506
5,4,0.03,9,0.71047455
3,6,0.09,9,0.7104579
10,6,0.02,9,0.71043575
3,5,0.09,9,0.71039027
3,3,0.02,10,0.71037465
2,9,0.03,9,0.71036136
8,9,0.08,9,0.7102217
5,4,0.15,9,0.7101548
6,6,0.04,10,0.7101179
2,3,0.11,10,0.7100824
8,3,0.09,10,0.7100714
10,3,0.02,9,0.7100325
8,8,0.04,9,0.71002954
3,3,0.15,9,0.709974
10,4,0.12,9,0.7099487
2,4,0.07,8,0.7099352
9,9,0.07,10,0.7099271
4,4,0.04,9,0.7098871
6,8,0.07,10,0.7098353
7,4,0.11,9,0.70981854
3,8,0.14,10,0.70972794
3,8,0.02,8,0.7096043
2,4,0.11,9,0.7095456
5,6,0.03,9,0.70951885
4,7,0.08,9,0.70950174
2,9,0.06,10,0.7094809
6,3,0.11,10,0.70938534
9,7,0.02,10,0.70936686
8,3,0.11,10,0.7093595
6,4,0.04,9,0.7092479
3,5,0.11,9,0.70923316
10,7,0.09,9,0.70922065
2,5,0.12,9,0.7092044
6,5,0.14,9,0.70919013
9,7,0.12,9,0.7091815
4,8,0.12,10,0.70917344
4,6,0.06,10,0.7091541
5,6,0.08,10,0.70908797
8,5,0.06,9,0.7090861
10,5,0.03,9,0.7090692
6,9,0.07,10,0.70900166
7,8,0.05,9,0.7089078
5,9,0.1,10,0.70884603
9,9,0.11,10,0.70876974
8,4,0.03,9,0.7087561
10,8,0.07,10,0.70874214
6,4,0.11,9,0.7087251
9,9,0.12,10,0.70868456
6,6,0.09,10,0.70864815
10,8,0.14,10,0.708513
6,8,0.12,9,0.70850074
3,6,0.12,8,0.70849854
2,9,0.12,9,0.7084957
8,9,0.05,10,0.70844346
8,5,0.15,9,0.7083047
4,6,0.11,9,0.70829654
5,9,0.08,10,0.70829266
4,4,0.06,9,0.70820224
10,6,0.07,9,0.7081903
9,7,0.11,9,0.70818233
4,3,0.12,10,0.7081639
5,5,0.1,8,0.7081575
6,7,0.12,10,0.7080812
5,8,0.06,9,0.7080359
7,7,0.11,10,0.7080354
2,8,0.02,8,0.7079417
6,4,0.07,9,0.70788586
4,4,0.09,9,0.70781016
9,3,0.03,10,0.70777005
6,3,0.02,10,0.70775825
8,6,0.14,9,0.7076926
8,9,0.03,10,0.70766044
7,9,0.12,9,0.7073755
10,10,0.13,8,0.7073437
4,6,0.12,9,0.7073435
7,3,0.06,10,0.7073201
6,3,0.14,9,0.707231
3,4,0.11,8,0.7071141
8,4,0.11,9,0.70706046
8,5,0.05,9,0.7070179
7,4,0.13,9,0.7069537
3,6,0.13,9,0.7069
4,6,0.08,8,0.70683753
5,8,0.15,10,0.70681727
10,6,0.14,10,0.7067945
5,5,0.14,9,0.7067878
2,5,0.15,8,0.7065927
9,5,0.05,9,0.70657814
3,6,0.05,9,0.70655227
10,8,0.04,9,0.70653844
7,5,0.15,10,0.7065189
3,9,0.02,10,0.70650834
3,3,0.1,10,0.7064212
3,4,0.08,8,0.7063914
3,7,0.12,9,0.70638096
5,6,0.14,10,0.7063533
2,9,0.09,8,0.70630515
7,8,0.12,9,0.7062971
6,5,0.03,9,0.70626765
6,5,0.05,9,0.7062002
5,8,0.03,9,0.7061651
9,5,0.12,9,0.70614
2,8,0.13,7,0.7060924
2,8,0.11,10,0.7060486
10,3,0.04,10,0.70604014
2,7,0.05,9,0.7059541
6,5,0.07,9,0.7059344
7,5,0.13,10,0.7058842
5,5,0.06,8,0.7058567
9,5,0.14,9,0.70580316
3,7,0.13,9,0.70576644
4,5,0.14,9,0.70573163
9,5,0.13,10,0.70565623
5,4,0.06,9,0.70564693
6,5,0.04,9,0.70560616
5,8,0.02,8,0.7055682
10,9,0.02,9,0.7055144
10,6,0.12,8,0.7055099
4,9,0.06,10,0.705419
6,4,0.05,9,0.70540255
8,3,0.05,10,0.7053202
7,9,0.1,9,0.7052785
5,7,0.05,9,0.7052094
9,6,0.06,9,0.7052028
9,7,0.1,9,0.7051945
7,6,0.14,8,0.7051886
10,3,0.06,9,0.70509964
2,5,0.03,9,0.7050925
10,5,0.12,9,0.70507544
8,4,0.06,9,0.7048825
3,3,0.04,10,0.704635
8,5,0.12,10,0.7046327
2,7,0.02,8,0.70456463
9,3,0.15,10,0.7045076
2,3,0.02,8,0.7044989
5,6,0.04,8,0.70448965
6,9,0.09,10,0.7044592
7,9,0.06,10,0.70445484
5,6,0.11,8,0.7043776
9,4,0.15,9,0.7042861
7,4,0.06,10,0.70426506
8,3,0.14,10,0.7041953
10,5,0.1,10,0.70415723
9,3,0.06,10,0.70414853
7,5,0.12,8,0.7041015
9,3,0.07,9,0.7040965
10,4,0.1,9,0.7040237
3,8,0.07,9,0.7039215
2,10,0.04,10,0.70384043
9,7,0.09,9,0.7038398
2,4,0.15,9,0.7037885
5,5,0.04,9,0.7036605
4,4,0.02,9,0.7035772
8,4,0.12,9,0.70356506
10,3,0.09,10,0.70346874
4,3,0.07,10,0.70344704
9,8,0.07,10,0.70342517
3,3,0.14,9,0.70335066
3,8,0.12,9,0.7033462
3,5,0.13,8,0.70331347
4,4,0.1,10,0.7032378
9,9,0.1,10,0.7032216
6,3,0.09,10,0.70318514
9,9,0.11,8,0.7031836
9,9,0.09,10,0.7031555
2,3,0.13,9,0.70312804
10,3,0.07,10,0.70296407
2,8,0.07,8,0.70292
4,10,0.13,10,0.70289844
2,3,0.15,9,0.70283
2,4,0.14,5,0.70276767
5,7,0.09,9,0.7027428
6,3,0.15,10,0.7027275
7,4,0.02,9,0.7026815
10,6,0.13,9,0.7026534
8,6,0.1,10,0.7026497
6,5,0.06,10,0.702622
9,6,0.05,9,0.7025982
2,9,0.13,9,0.70251274
8,3,0.13,10,0.70245
3,9,0.08,10,0.702424
4,7,0.06,8,0.7023795
4,6,0.15,9,0.7023597
6,5,0.08,8,0.7022784
2,3,0.08,9,0.7022277
4,8,0.04,9,0.7022137
5,9,0.02,10,0.70218664
7,5,0.09,10,0.70216745
6,7,0.04,10,0.7021335
6,3,0.05,9,0.70212734
10,5,0.06,9,0.70212334
4,6,0.09,8,0.7021053
7,10,0.02,10,0.7020505
9,8,0.04,10,0.7020467
4,4,0.03,8,0.7020303
3,7,0.09,9,0.70202607
4,9,0.15,9,0.7019524
2,4,0.14,8,0.70183265
5,7,0.08,9,0.70177656
4,8,0.02,8,0.70175457
4,4,0.14,10,0.7017306
4,3,0.14,10,0.70169187
3,9,0.05,10,0.70167893
2,5,0.05,8,0.7016728
2,4,0.04,8,0.701633
5,5,0.08,9,0.7015931
10,6,0.04,9,0.70156455
8,6,0.07,8,0.7015602
10,8,0.1,9,0.7014904
9,8,0.12,9,0.7013088
10,6,0.06,9,0.7012176
10,5,0.09,10,0.7011504
8,9,0.02,8,0.7010856
8,7,0.07,9,0.7010504
10,8,0.08,9,0.7010492
8,4,0.13,9,0.70103717
5,3,0.04,9,0.701012
6,8,0.09,10,0.7009628
3,3,0.07,9,0.7008539
8,9,0.13,10,0.7008391
3,5,0.07,9,0.7008324
2,5,0.12,8,0.7006923
5,7,0.02,9,0.7005586
7,8,0.12,8,0.7004634
5,4,0.13,9,0.7004421
3,8,0.15,10,0.7004415
2,7,0.03,9,0.700416
6,6,0.03,9,0.70040905
2,4,0.1,9,0.70034003
6,9,0.11,9,0.7003281
6,5,0.11,10,0.70032805
6,5,0.09,8,0.7002596
7,5,0.04,9,0.7002363
9,6,0.14,9,0.7002244
2,9,0.05,10,0.70020634
8,5,0.03,9,0.7001745
2,6,0.15,8,0.70016026
5,8,0.1,10,0.7001432
3,7,0.06,10,0.70008606
10,6,0.03,9,0.6999521
2,5,0.09,8,0.69989604
8,5,0.13,10,0.69989204
5,4,0.07,10,0.69984627
7,6,0.1,9,0.69983613
6,6,0.14,10,0.6998242
6,4,0.06,10,0.6997987
5,4,0.12,9,0.6997697
10,3,0.13,9,0.69970167
6,4,0.02,9,0.69965166
6,8,0.04,9,0.69962054
2,6,0.14,9,0.6995257
9,9,0.15,10,0.699513
7,5,0.08,9,0.69950277
7,3,0.09,10,0.69949335
7,4,0.12,9,0.6994758
7,3,0.11,9,0.6994359
6,9,0.08,9,0.69930506
9,4,0.07,10,0.69925106
4,8,0.03,9,0.69923896
10,7,0.13,9,0.6992155
4,3,0.03,10,0.69916034
3,5,0.04,9,0.6991506
5,6,0.05,9,0.6991325
9,4,0.05,10,0.69912213
7,3,0.15,10,0.69911104
8,5,0.02,10,0.69907224
7,3,0.14,10,0.69905686
5,6,0.15,9,0.69904524
2,8,0.04,9,0.69903374
2,9,0.02,9,0.69897175
3,9,0.07,8,0.6989347
5,7,0.1,10,0.698911
2,6,0.12,9,0.6989013
2,7,0.04,8,0.6988156
8,7,0.12,9,0.6987704
6,10,0.09,8,0.6986956
2,7,0.11,8,0.69867295
10,4,0.05,9,0.69859153
5,7,0.15,9,0.6985889
7,3,0.04,10,0.69850004
4,9,0.13,10,0.6984591
10,9,0.07,10,0.69844896
2,5,0.11,9,0.698443
7,4,0.07,9,0.69844276
9,3,0.14,10,0.69836134
3,8,0.05,8,0.69833
10,6,0.08,9,0.69829863
6,7,0.02,9,0.6982933
6,7,0.13,9,0.6980777
3,5,0.02,8,0.69807005
7,4,0.09,9,0.69806546
5,7,0.11,10,0.69806415
6,3,0.04,9,0.6980219
2,5,0.06,9,0.69798887
9,8,0.08,9,0.6979498
7,5,0.03,9,0.6979334
3,4,0.02,9,0.6979087
2,7,0.08,9,0.6978932
7,5,0.14,9,0.6978799
10,7,0.03,9,0.69784284
3,5,0.15,9,0.69781375
7,8,0.09,9,0.6976798
10,3,0.1,10,0.6975868
3,3,0.06,8,0.6975551
10,5,0.07,9,0.6975403
9,6,0.07,9,0.69750404
3,7,0.14,9,0.6974791
10,10,0.11,9,0.69746464
4,7,0.04,9,0.697381
4,4,0.13,10,0.69734883
8,7,0.03,8,0.6972976
2,5,0.08,10,0.6972881
8,6,0.03,9,0.697256
10,6,0.09,9,0.697245
9,4,0.06,9,0.6972274
4,6,0.05,10,0.69717807
2,6,0.08,8,0.69714034
10,7,0.04,9,0.6971352
3,3,0.13,10,0.6971034
8,8,0.07,9,0.69710153
6,8,0.08,8,0.69708323
10,4,0.04,10,0.696983
9,8,0.09,9,0.69693923
8,7,0.05,9,0.69689846
2,3,0.1,10,0.69689465
5,6,0.1,10,0.6968898
3,4,0.03,10,0.6968866
2,6,0.07,8,0.6968523
5,7,0.03,9,0.6967506
7,7,0.14,9,0.69668883
2,3,0.09,8,0.6966605
6,7,0.05,9,0.6966281
9,3,0.09,10,0.6966268
6,7,0.03,9,0.696553
8,8,0.1,10,0.69653565
9,5,0.15,9,0.6964662
9,9,0.06,10,0.6964359
5,7,0.06,9,0.69633526
7,7,0.04,9,0.6962997
6,4,0.1,9,0.69628674
2,4,0.12,8,0.69624174
3,8,0.06,9,0.6962256
3,4,0.06,8,0.6961067
3,8,0.1,9,0.69604325
2,5,0.04,9,0.6960311
10,3,0.11,9,0.6959624
6,10,0.02,9,0.69587797
3,3,0.13,9,0.69580907
7,7,0.05,9,0.6957673
9,6,0.13,9,0.6956661
8,6,0.04,9,0.69549024
8,5,0.04,9,0.69541276
4,7,0.05,10,0.695391
5,3,0.13,10,0.69525915
10,9,0.11,10,0.6952421
4,4,0.15,9,0.695237
8,6,0.05,9,0.69520944
9,6,0.08,9,0.69515175
2,5,0.13,9,0.6950505
4,3,0.1,10,0.69488084
5,4,0.09,9,0.69482666
2,6,0.07,7,0.69478744
2,4,0.07,7,0.6947091
5,6,0.06,9,0.6945186
7,6,0.12,10,0.69451064
8,8,0.15,9,0.6944937
4,9,0.09,10,0.69448143
4,7,0.1,8,0.6944342
9,7,0.04,8,0.6944128
4,5,0.06,9,0.69439423
7,7,0.1,9,0.6943233
2,7,0.12,10,0.69429976
2,4,0.03,8,0.69427776
3,7,0.02,10,0.6942653
3,4,0.12,9,0.6942639
4,8,0.08,9,0.6942538
7,8,0.02,9,0.69415605
2,10,0.05,6,0.69409746
5,9,0.06,10,0.6938947
6,4,0.15,9,0.69383836
8,7,0.15,10,0.69383407
9,10,0.06,10,0.69383
8,3,0.08,9,0.69370323
5,3,0.05,10,0.69367194
10,6,0.15,9,0.6936368
7,4,0.04,9,0.6936187
4,4,0.11,9,0.69353825
5,3,0.11,10,0.693526
4,7,0.03,8,0.69349295
8,7,0.11,10,0.69322103
3,4,0.07,8,0.69314283
2,3,0.06,7,0.6931301
6,9,0.08,10,0.6931046
3,5,0.08,8,0.6930613
3,9,0.12,10,0.69296306
10,7,0.06,9,0.6929528
8,4,0.09,10,0.6929372
7,7,0.09,9,0.69292927
8,8,0.14,9,0.6928214
6,8,0.05,9,0.6928213
6,6,0.11,10,0.69282055
6,3,0.03,10,0.6927915
3,7,0.02,9,0.6927354
6,4,0.13,9,0.6926832
10,3,0.14,10,0.69267404
10,8,0.05,8,0.692558
4,9,0.14,9,0.69239485
4,8,0.04,8,0.6923042
4,7,0.11,10,0.6922834
5,8,0.09,10,0.6922824
5,6,0.12,9,0.6922494
4,10,0.06,9,0.69224083
7,8,0.14,9,0.6922031
7,5,0.02,9,0.69214696
10,9,0.15,10,0.69210917
7,4,0.15,9,0.69208735
7,8,0.07,9,0.6920657
10,4,0.13,9,0.6920557
9,5,0.02,9,0.69203305
6,6,0.07,9,0.691997
4,6,0.07,8,0.6919665
6,4,0.14,10,0.6919602
2,9,0.11,8,0.69194
9,3,0.02,9,0.69193596
5,3,0.08,10,0.69186234
4,3,0.08,9,0.6918437
10,8,0.03,9,0.6917898
9,8,0.1,9,0.6916748
9,10,0.05,10,0.6916738
5,10,0.04,10,0.6916037
8,3,0.07,9,0.69156814
2,7,0.07,9,0.69147336
7,9,0.12,8,0.69144636
7,9,0.04,9,0.6914009
9,5,0.04,9,0.69134927
6,7,0.15,9,0.69125265
3,9,0.05,9,0.6911714
6,6,0.05,9,0.69115573
7,6,0.04,9,0.6911377
9,5,0.1,9,0.6910454
10,8,0.07,9,0.6910013
9,6,0.02,9,0.6909152
7,5,0.07,9,0.6908333
9,7,0.13,9,0.69069827
10,9,0.02,10,0.69059026
2,5,0.12,7,0.6905507
6,10,0.14,10,0.69054043
5,3,0.14,9,0.69051224
3,7,0.07,8,0.69048965
9,9,0.13,10,0.6904714
9,9,0.04,10,0.69036096
3,7,0.09,8,0.6903005
6,7,0.07,9,0.69024014
2,8,0.12,8,0.6901613
9,7,0.05,8,0.69009626
9,6,0.1,10,0.69009626
3,7,0.03,8,0.6900074
9,9,0.06,9,0.68991363
8,9,0.14,10,0.68980646
4,5,0.15,8,0.689768
8,9,0.15,9,0.6896967
2,3,0.09,9,0.68966675
8,5,0.1,8,0.68944985
4,3,0.09,9,0.68938315
2,7,0.07,8,0.68931717
5,5,0.07,8,0.6892299
8,4,0.02,9,0.6891933
9,10,0.02,10,0.6891667
3,4,0.13,8,0.6890289
3,7,0.03,7,0.68887997
8,10,0.02,10,0.6888251
6,3,0.08,10,0.6888127
8,10,0.06,7,0.68879
8,8,0.06,9,0.6887191
4,7,0.15,9,0.6886692
9,7,0.14,9,0.6886321
3,9,0.1,7,0.6885665
8,6,0.08,10,0.68855417
7,9,0.14,9,0.6885511
4,10,0.13,9,0.68853825
4,9,0.06,9,0.6884773
10,5,0.14,9,0.6884215
9,8,0.02,9,0.68840617
5,6,0.13,9,0.68839824
5,8,0.12,10,0.6883448
8,8,0.09,9,0.6882988
9,9,0.03,9,0.68829554
6,9,0.13,7,0.68816537
3,8,0.04,9,0.68812424
6,6,0.06,8,0.68811464
9,9,0.09,8,0.68785805
5,9,0.13,10,0.6877
7,7,0.07,9,0.68766975
8,3,0.1,9,0.6876475
9,7,0.07,9,0.6875763
9,8,0.03,8,0.687519
2,8,0.15,8,0.68746006
5,7,0.14,9,0.6874535
10,4,0.03,9,0.68743294
7,9,0.08,10,0.6872754
8,3,0.12,9,0.68726355
6,3,0.13,10,0.6872435
4,4,0.12,8,0.6872148
4,5,0.1,9,0.6872009
5,8,0.04,9,0.6871783
6,10,0.08,10,0.68715864
6,6,0.12,8,0.68715763
3,8,0.09,7,0.68714803
5,8,0.07,10,0.6870963
6,5,0.13,10,0.6870711
4,5,0.07,8,0.6870527
9,9,0.02,10,0.68704367
3,8,0.13,9,0.68696886
3,4,0.14,9,0.6869632
2,3,0.05,8,0.68694514
5,8,0.14,9,0.6869344
6,9,0.08,8,0.6869154
5,9,0.08,9,0.68688935
6,8,0.07,9,0.68676823
2,6,0.1,10,0.68675464
5,8,0.15,9,0.6867189
4,6,0.03,9,0.686701
2,3,0.03,8,0.6866945
10,7,0.02,9,0.68655396
9,6,0.12,10,0.6865381
2,3,0.11,9,0.68652314
2,9,0.15,10,0.6864093
6,10,0.06,10,0.68626523
10,9,0.09,10,0.6861664
10,5,0.15,9,0.68615246
6,6,0.08,9,0.686119
7,9,0.1,8,0.6860827
4,5,0.02,8,0.68607044
7,10,0.1,9,0.6860575
8,10,0.04,8,0.6860467
10,8,0.15,9,0.68602717
10,4,0.08,8,0.68601817
5,3,0.05,9,0.685994
9,4,0.13,9,0.68596053
4,8,0.13,9,0.68594915
10,4,0.15,9,0.68588036
2,8,0.11,9,0.6858642
8,7,0.08,10,0.6857787
6,6,0.1,9,0.685774
2,9,0.07,9,0.68575805
2,8,0.05,8,0.68572634
10,4,0.09,9,0.68566823
7,4,0.1,9,0.6855366
2,6,0.02,9,0.6855219
4,3,0.15,10,0.6854544
4,6,0.14,9,0.6854337
8,4,0.14,8,0.6854261
3,6,0.06,7,0.6853985
8,5,0.08,9,0.68536216
7,5,0.06,9,0.68529356
9,5,0.07,9,0.68526036
4,7,0.13,8,0.68523353
5,9,0.13,9,0.68521583
2,6,0.04,9,0.68520087
6,9,0.12,10,0.6851721
3,3,0.02,9,0.68504685
8,7,0.02,8,0.68500394
2,7,0.1,8,0.68478394
2,4,0.1,8,0.6845073
6,9,0.13,10,0.6844923
3,4,0.04,8,0.6843612
6,5,0.1,9,0.6843196
7,9,0.11,10,0.68431395
8,6,0.02,9,0.6842542
2,8,0.06,8,0.6841473
5,10,0.07,10,0.68414134
6,8,0.1,9,0.6840474
6,5,0.15,9,0.68389904
6,5,0.07,8,0.683877
2,4,0.08,8,0.6838665
5,5,0.02,9,0.68376696
10,8,0.06,9,0.6837156
2,5,0.11,8,0.6837061
7,5,0.05,9,0.68369526
9,5,0.03,9,0.68353677
8,5,0.09,9,0.6834829
5,6,0.02,8,0.68334395
7,9,0.1,10,0.68329066
3,4,0.15,9,0.6831386
2,9,0.09,7,0.6831233
10,9,0.06,10,0.6830278
2,10,0.04,9,0.6829405
8,9,0.11,8,0.68290275
7,7,0.12,9,0.68288326
10,10,0.08,9,0.68287295
7,6,0.08,9,0.68286544
8,3,0.09,9,0.6828048
7,3,0.03,9,0.68269503
9,6,0.03,9,0.68269205
5,9,0.05,9,0.68268013
3,6,0.14,8,0.68267643
2,3,0.08,8,0.6825454
2,3,0.14,10,0.68253565
4,5,0.09,9,0.6824786
3,6,0.02,9,0.6824082
4,7,0.07,8,0.68239385
7,6,0.07,9,0.68231463
7,10,0.05,10,0.6823035
6,9,0.1,10,0.68228203
7,7,0.02,9,0.68219405
7,7,0.08,9,0.6821788
6,9,0.14,9,0.68206334
6,6,0.13,9,0.6819281
2,6,0.13,8,0.68189335
3,5,0.05,7,0.68181205
8,7,0.14,9,0.6816555
6,9,0.14,10,0.68152785
2,4,0.13,9,0.6814728
2,4,0.02,9,0.6814486
7,3,0.13,10,0.6814437
4,9,0.1,9,0.6814251
2,4,0.05,7,0.6813979
8,8,0.11,9,0.6813752
6,8,0.11,8,0.68133575
4,6,0.13,9,0.68132746
3,3,0.09,8,0.6813218
8,7,0.06,9,0.6812656
5,9,0.1,9,0.6812474
5,5,0.11,9,0.6812244
10,3,0.1,9,0.68118805
5,8,0.08,8,0.6811688
9,4,0.04,9,0.68114316
8,10,0.13,6,0.68110394
9,5,0.09,9,0.6810932
2,4,0.09,8,0.6810761
2,10,0.11,10,0.6810443
4,3,0.02,9,0.6810136
3,5,0.12,9,0.6810044
2,4,0.15,8,0.6809732
3,4,0.05,9,0.680883
7,9,0.15,10,0.68086797
6,8,0.14,9,0.68082726
10,10,0.02,10,0.6807915
7,6,0.15,9,0.68072516
5,8,0.11,8,0.6806978
4,5,0.05,10,0.6806789
6,6,0.02,9,0.68067205
3,3,0.1,9,0.6806686
2,5,0.08,7,0.6806077
9,4,0.11,9,0.6806031
8,4,0.04,8,0.6805887
3,6,0.03,9,0.68052816
8,4,0.08,9,0.6804888
9,6,0.15,9,0.68048286
5,7,0.04,8,0.68043274
6,6,0.15,9,0.6803638
7,9,0.03,10,0.6803573
6,3,0.1,10,0.6802832
5,3,0.07,10,0.6802522
3,9,0.13,9,0.68024915
4,9,0.07,9,0.68015426
4,6,0.06,9,0.68014514
9,8,0.05,8,0.68012244
7,3,0.08,9,0.68009293
5,8,0.1,9,0.68007714
10,4,0.12,8,0.6800662
4,7,0.09,10,0.6800533
2,8,0.07,7,0.68004286
3,6,0.05,8,0.6800229
8,3,0.06,9,0.6800069
2,9,0.1,8,0.6797956
4,5,0.08,8,0.6797828
7,9,0.12,7,0.67973286
9,8,0.07,9,0.679499
7,5,0.13,9,0.67946434
5,4,0.14,10,0.6794153
3,3,0.08,9,0.67938334
3,3,0.12,10,0.67937726
10,4,0.11,10,0.6793678
7,8,0.03,9,0.67928714
3,9,0.07,9,0.6790408
5,9,0.12,9,0.6790324
6,9,0.15,10,0.6789849
4,6,0.04,8,0.6789702
4,8,0.12,9,0.678942
3,7,0.1,9,0.67893386
9,3,0.13,9,0.67885536
2,4,0.1,7,0.6788307
3,5,0.03,9,0.67880756
5,4,0.08,8,0.67880356
2,9,0.05,9,0.6788007
3,7,0.04,8,0.6787462
4,4,0.06,8,0.67870104
9,4,0.02,9,0.6786752
6,6,0.09,9,0.6786413
5,4,0.05,9,0.6786291
3,8,0.11,9,0.67852825
3,7,0.13,8,0.67828494
2,7,0.09,7,0.67827505
7,6,0.09,9,0.67820317
8,10,0.1,8,0.678125
9,6,0.04,9,0.67803293
5,3,0.02,9,0.6779915
4,5,0.04,8,0.677966
8,9,0.06,10,0.677831
4,3,0.13,9,0.6778286
3,5,0.14,9,0.6778025
5,10,0.02,9,0.67775524
10,10,0.13,7,0.67772734
5,9,0.04,10,0.6777257
6,6,0.04,9,0.6774575
2,4,0.05,8,0.67733043
2,9,0.15,8,0.6772724
7,4,0.08,9,0.6772169
3,6,0.13,8,0.67720294
6,7,0.09,8,0.6771976
8,10,0.07,7,0.6771904
4,5,0.03,9,0.67713207
7,8,0.1,8,0.67709845
7,6,0.1,8,0.6770265
8,10,0.14,10,0.67702216
3,8,0.08,9,0.6770063
6,10,0.12,8,0.6769727
7,3,0.1,9,0.6769605
6,10,0.14,9,0.6769201
9,4,0.03,8,0.67687136
7,6,0.03,8,0.67685807
3,3,0.03,8,0.6768216
6,10,0.1,10,0.6767154
8,3,0.04,9,0.67661655
5,3,0.1,9,0.67658156
5,6,0.03,8,0.67653227
3,6,0.12,7,0.6764831
8,9,0.12,10,0.67647994
5,4,0.02,9,0.6764718
10,9,0.03,9,0.6764551
8,10,0.02,8,0.676432
8,6,0.15,9,0.6764305
5,7,0.1,9,0.6763846
5,7,0.12,9,0.6763791
2,4,0.12,7,0.6763532
6,8,0.15,9,0.67633355
9,9,0.08,8,0.6763297
2,4,0.11,7,0.6762584
6,5,0.12,8,0.6762341
2,3,0.07,8,0.67621624
6,9,0.02,9,0.67598313
5,5,0.03,8,0.675951
9,4,0.1,9,0.6759148
3,6,0.15,10,0.67585754
3,7,0.05,8,0.67584896
4,10,0.09,10,0.6758436
2,6,0.04,8,0.67574716
4,9,0.04,8,0.6757173
5,4,0.15,8,0.675657
5,8,0.05,9,0.6756105
2,4,0.06,8,0.67559063
3,9,0.08,8,0.67555904
7,8,0.13,8,0.67554134
7,7,0.15,10,0.6755188
2,4,0.14,7,0.6755056
6,7,0.14,8,0.67539656
10,10,0.14,10,0.6753938
2,6,0.06,8,0.6753829
10,7,0.05,9,0.67537624
8,3,0.15,9,0.6753005
10,8,0.14,9,0.6752763
2,5,0.04,8,0.67517316
2,5,0.03,8,0.6751122
2,7,0.02,7,0.67509794
3,9,0.11,10,0.6750195
2,7,0.08,8,0.67493606
4,6,0.1,10,0.6749309
6,7,0.08,9,0.67492324
9,10,0.1,7,0.6749218
6,5,0.02,9,0.6749158
2,9,0.02,8,0.67485076
8,6,0.13,9,0.67482096
2,9,0.04,7,0.67471254
9,3,0.04,9,0.6747042
3,9,0.09,9,0.6746736
3,5,0.12,8,0.67453027
3,4,0.09,8,0.6744431
2,7,0.12,9,0.6744291
9,3,0.1,9,0.67440575
7,3,0.02,9,0.6743516
4,3,0.11,9,0.6742619
10,9,0.1,9,0.67426145
2,5,0.06,8,0.6742208
3,10,0.04,10,0.674203
10,7,0.08,8,0.6740823
3,5,0.02,7,0.67396533
9,8,0.04,9,0.67380935
9,3,0.12,9,0.6737115
4,7,0.12,8,0.6736828
10,3,0.12,9,0.6736311
10,5,0.02,8,0.6735856
7,3,0.12,10,0.67356974
6,9,0.13,9,0.67356914
4,9,0.15,7,0.673565
8,6,0.11,9,0.67354506
9,3,0.03,9,0.6734932
3,9,0.14,10,0.67349213
10,7,0.07,8,0.67347753
2,3,0.1,9,0.67345905
5,7,0.03,8,0.6734388
4,4,0.05,9,0.67341495
10,10,0.07,8,0.6734009
5,4,0.04,9,0.67335707
7,6,0.05,8,0.67332137
10,8,0.02,9,0.67331177
2,10,0.12,10,0.6732178
5,5,0.04,8,0.6731842
7,7,0.06,9,0.6731613
2,9,0.03,8,0.6731501
4,3,0.07,9,0.6731031
4,8,0.15,9,0.67308176
2,5,0.07,7,0.67303777
10,10,0.09,9,0.67295605
4,8,0.09,9,0.6728857
5,3,0.09,9,0.6728661
8,7,0.13,9,0.67275536
4,7,0.14,9,0.6727331
6,7,0.1,9,0.67266136
10,8,0.12,9,0.6725042
