umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
2,8,0.1,6,0.6350289
10,8,0.08,8,0.63499683
5,10,0.04,8,0.63497853
5,10,0.1,10,0.63497496
6,10,0.12,6,0.6349434
9,10,0.1,9,0.63493276
7,5,0.14,8,0.6349239
10,8,0.07,8,0.63490963
10,10,0.02,9,0.6348736
8,7,0.12,8,0.6347821
4,9,0.09,9,0.63469505
2,3,0.02,6,0.63468224
8,3,0.12,8,0.63463753
6,8,0.04,8,0.63456607
4,6,0.1,8,0.6344004
4,3,0.13,8,0.63438153
9,9,0.04,9,0.6343125
2,4,0.03,6,0.6343039
4,4,0.14,8,0.6342756
10,5,0.05,8,0.6342561
6,8,0.1,8,0.6342185
5,6,0.07,7,0.63420194
2,6,0.1,7,0.6341915
7,3,0.02,8,0.63412464
2,4,0.12,6,0.6341192
2,7,0.13,8,0.6340929
6,4,0.08,8,0.6340902
3,9,0.06,8,0.63407636
7,9,0.14,7,0.63395447
4,8,0.12,7,0.6338726
3,7,0.12,7,0.6336542
5,3,0.04,7,0.6336185
2,8,0.04,6,0.63350964
2,5,0.02,6,0.6334987
8,9,0.06,9,0.6334956
10,3,0.03,9,0.63346636
5,10,0.09,9,0.63339555
10,9,0.12,9,0.63336533
3,9,0.02,8,0.63332886
8,9,0.14,9,0.6332854
7,10,0.1,10,0.63326
4,6,0.13,8,0.6332218
2,3,0.03,7,0.63321996
6,4,0.11,8,0.63311213
10,5,0.03,8,0.63308454
8,10,0.12,9,0.6330498
2,4,0.05,6,0.63302433
2,7,0.07,7,0.6329647
10,9,0.15,9,0.6329561
2,4,0.09,7,0.63291395
4,8,0.06,8,0.6329067
6,10,0.12,10,0.63288754
3,7,0.02,6,0.63281107
6,9,0.04,8,0.6327689
4,10,0.14,9,0.6327279
6,5,0.12,7,0.6327144
3,3,0.12,8,0.6326074
4,7,0.09,9,0.6325876
3,7,0.12,8,0.6325621
9,3,0.06,8,0.63254946
8,8,0.07,8,0.6325042
4,9,0.14,8,0.6324586
6,6,0.05,7,0.6324579
8,7,0.11,9,0.6324287
9,3,0.15,8,0.6324082
8,10,0.08,10,0.6324046
3,9,0.1,9,0.63235766
9,9,0.07,8,0.63234764
2,10,0.04,6,0.6323373
2,7,0.06,7,0.6323345
9,8,0.13,8,0.6323235
5,3,0.08,9,0.6322622
8,8,0.05,8,0.6322279
7,5,0.13,8,0.6321998
6,8,0.12,7,0.63217515
2,10,0.07,10,0.63216496
10,4,0.11,9,0.63212293
4,5,0.06,8,0.6321132
6,6,0.1,8,0.63208383
4,6,0.05,8,0.63206816
8,4,0.08,8,0.63197297
6,3,0.06,8,0.63193345
9,7,0.12,7,0.6318956
9,6,0.04,8,0.6318737
3,4,0.13,7,0.6318367
6,7,0.11,8,0.63182884
8,10,0.03,8,0.63181823
6,7,0.08,8,0.6317704
7,7,0.13,8,0.6317643
7,10,0.04,10,0.6317142
9,10,0.05,7,0.631595
2,10,0.13,10,0.63156086
3,8,0.03,8,0.63153106
7,7,0.05,8,0.6315298
6,4,0.06,8,0.6315249
5,5,0.07,7,0.6314544
5,9,0.05,8,0.63143253
2,10,0.15,8,0.63142216
7,6,0.07,8,0.63138634
9,8,0.07,8,0.6313049
9,6,0.03,8,0.63121164
2,4,0.04,6,0.63117254
3,3,0.08,8,0.63104904
8,4,0.11,7,0.63099045
9,8,0.1,8,0.6308633
3,9,0.07,7,0.63086003
10,10,0.06,10,0.63085705
4,10,0.07,7,0.63076925
4,9,0.08,7,0.63076705
2,9,0.13,8,0.6307283
8,3,0.09,8,0.6306944
9,10,0.1,10,0.6306793
9,7,0.03,8,0.6306472
2,7,0.15,7,0.63061684
9,3,0.12,8,0.63058907
6,6,0.12,7,0.63056743
3,10,0.05,10,0.63053805
9,6,0.14,8,0.6305356
6,9,0.08,7,0.63047963
3,5,0.06,7,0.6304687
7,6,0.11,8,0.6304407
6,6,0.02,8,0.63040894
9,4,0.11,8,0.6302272
4,10,0.06,7,0.630178
7,10,0.06,8,0.6301567
8,10,0.08,7,0.63010514
8,4,0.03,7,0.6300935
7,5,0.05,8,0.6300659
5,3,0.06,8,0.63005954
2,4,0.03,5,0.63004774
5,10,0.07,9,0.629986
3,9,0.1,6,0.629796
2,3,0.14,8,0.6297754
8,8,0.14,8,0.6297659
5,6,0.14,8,0.62971306
3,8,0.11,8,0.6296563
7,10,0.09,10,0.62965554
6,4,0.09,7,0.62962604
2,8,0.12,6,0.6296217
10,9,0.04,8,0.62962145
5,9,0.11,10,0.62961614
3,10,0.15,7,0.6295985
8,3,0.14,8,0.629585
6,8,0.15,8,0.6295219
8,10,0.02,9,0.6295093
5,8,0.13,7,0.62948596
7,10,0.07,10,0.6294364
6,3,0.02,8,0.6294361
8,7,0.03,7,0.62937826
2,4,0.15,7,0.62934107
5,10,0.14,8,0.6293311
2,6,0.07,6,0.6293152
7,4,0.13,7,0.6292523
4,4,0.03,7,0.62906754
4,8,0.05,6,0.6290001
6,7,0.09,7,0.62899023
4,9,0.07,8,0.62887615
10,9,0.1,8,0.6288539
5,6,0.09,8,0.62876296
7,6,0.13,8,0.62874895
5,9,0.02,8,0.62872213
7,10,0.13,10,0.6287082
4,10,0.07,10,0.62865984
9,9,0.13,9,0.6286459
5,9,0.06,9,0.62859946
2,8,0.15,6,0.6285834
10,7,0.07,7,0.6284893
3,8,0.12,8,0.6284538
10,4,0.15,8,0.628452
8,5,0.07,8,0.62843287
2,4,0.1,5,0.62838745
2,10,0.08,10,0.6283845
3,9,0.12,8,0.6283052
2,3,0.07,5,0.6283003
9,3,0.04,8,0.628287
2,6,0.1,8,0.62818116
9,4,0.08,7,0.6281407
2,10,0.1,9,0.6281333
2,6,0.11,7,0.6278706
2,5,0.03,6,0.62781113
9,7,0.13,8,0.62768686
5,3,0.02,8,0.62763625
7,8,0.13,7,0.62758106
6,5,0.07,7,0.6273748
7,8,0.04,8,0.6273631
6,5,0.02,8,0.6273621
5,7,0.03,7,0.62732774
10,7,0.13,8,0.6272957
10,7,0.06,8,0.62714744
4,10,0.14,8,0.62709713
2,4,0.06,7,0.6269611
8,7,0.04,8,0.6269594
5,9,0.12,8,0.6268819
10,4,0.07,9,0.6268512
8,8,0.14,7,0.6268205
10,4,0.09,8,0.62676215
6,8,0.02,8,0.62670666
8,3,0.08,8,0.6266818
5,5,0.08,8,0.6266506
10,9,0.13,8,0.6265505
5,5,0.13,7,0.62651056
3,5,0.1,7,0.62643135
4,10,0.04,7,0.62641203
8,5,0.14,8,0.62636065
3,10,0.1,10,0.6263397
10,10,0.15,8,0.6263379
9,7,0.14,8,0.62632984
4,9,0.13,7,0.62628204
7,6,0.14,7,0.6262669
5,9,0.15,8,0.6260825
8,4,0.05,7,0.62605155
7,7,0.04,7,0.62587607
9,10,0.04,9,0.6258747
5,7,0.1,7,0.62584114
8,7,0.1,8,0.6258277
6,10,0.1,7,0.62581015
4,5,0.07,7,0.62568426
9,4,0.12,8,0.62567544
5,10,0.04,6,0.6253803
9,10,0.06,9,0.6253643
6,10,0.08,9,0.6253369
9,10,0.13,8,0.62532234
2,9,0.1,7,0.6253127
4,10,0.03,8,0.62527233
7,7,0.12,8,0.62527174
6,3,0.12,8,0.6252266
10,8,0.15,8,0.6251988
10,7,0.02,8,0.6251837
7,5,0.04,7,0.6251821
7,6,0.12,9,0.6251555
2,10,0.11,8,0.6251203
4,4,0.07,7,0.62510026
4,9,0.13,8,0.6250966
3,3,0.11,7,0.62509155
5,4,0.15,7,0.6250269
4,5,0.12,8,0.6249927
6,10,0.04,10,0.62495875
10,6,0.05,8,0.6249195
6,10,0.13,9,0.62483525
5,3,0.08,8,0.62483376
2,6,0.09,7,0.62482256
4,6,0.12,7,0.6247913
9,9,0.08,7,0.62463623
10,10,0.08,7,0.6246248
2,9,0.04,6,0.62445676
10,5,0.15,8,0.6243668
7,9,0.1,7,0.62435883
2,5,0.08,8,0.6242743
5,4,0.02,8,0.6242632
2,7,0.1,7,0.6241401
10,10,0.04,7,0.6241147
8,9,0.02,7,0.62404
4,10,0.12,10,0.62402374
9,10,0.05,9,0.6240109
7,3,0.1,8,0.6239591
10,7,0.11,7,0.6238963
3,3,0.1,8,0.6237832
5,8,0.15,8,0.623703
9,4,0.06,8,0.62368846
8,9,0.11,7,0.62365216
5,10,0.07,8,0.6236296
4,7,0.12,7,0.62360126
9,10,0.08,9,0.6235776
8,9,0.07,8,0.6235587
3,10,0.12,10,0.62351555
3,10,0.12,9,0.6234024
7,4,0.06,8,0.6233909
6,9,0.11,8,0.62337965
6,8,0.14,8,0.623319
8,3,0.04,8,0.6233121
5,9,0.15,10,0.62329173
3,6,0.07,6,0.62328017
4,8,0.1,7,0.62327075
4,9,0.06,7,0.6232626
9,10,0.14,9,0.6231515
9,10,0.12,10,0.62314916
8,8,0.12,7,0.6231486
6,5,0.13,8,0.6230638
6,9,0.07,9,0.6230584
6,3,0.15,9,0.6230213
10,4,0.06,7,0.62298936
7,3,0.15,8,0.6229225
2,6,0.08,6,0.6228094
8,10,0.13,5,0.62278104
7,8,0.11,9,0.6226852
9,8,0.14,8,0.6226723
7,9,0.12,6,0.6225026
4,6,0.1,9,0.62247634
2,5,0.06,7,0.62243044
7,10,0.14,10,0.6224282
10,10,0.04,8,0.6224122
9,5,0.08,8,0.62239045
6,10,0.13,8,0.6223583
3,8,0.12,7,0.6222822
10,6,0.11,8,0.62219495
10,8,0.12,8,0.6221643
5,6,0.08,8,0.62208194
6,10,0.15,10,0.6220281
4,9,0.11,7,0.621908
5,8,0.1,8,0.62182385
2,10,0.05,8,0.62181675
6,7,0.02,7,0.62176585
10,4,0.06,8,0.6216718
5,3,0.15,8,0.6215565
2,6,0.12,7,0.62144774
9,6,0.06,8,0.6214251
4,7,0.06,7,0.6213728
9,8,0.02,8,0.62133354
8,3,0.13,9,0.6213167
10,7,0.04,7,0.6213167
10,9,0.14,8,0.6213107
4,9,0.15,10,0.62123805
4,10,0.05,8,0.62116075
10,4,0.08,7,0.6210862
5,7,0.12,8,0.62103635
4,8,0.04,7,0.62094957
9,4,0.04,7,0.6209047
8,6,0.08,8,0.6208831
10,3,0.04,8,0.62079513
8,9,0.03,8,0.62075603
8,9,0.12,8,0.6207352
10,7,0.1,8,0.6207173
10,6,0.06,7,0.62068653
6,10,0.07,9,0.6206573
3,8,0.1,8,0.62065244
3,5,0.11,7,0.620617
4,9,0.11,9,0.6205711
4,6,0.06,7,0.620512
6,10,0.14,7,0.62041146
5,8,0.06,8,0.6203869
8,9,0.1,9,0.6203413
8,7,0.08,8,0.6202814
4,6,0.15,7,0.6202574
5,5,0.03,7,0.6202061
6,7,0.06,7,0.62012327
8,4,0.14,7,0.6201115
8,10,0.13,8,0.62009335
10,4,0.04,8,0.62007314
5,3,0.03,8,0.62004364
3,3,0.02,7,0.62003326
2,10,0.02,9,0.62002826
7,10,0.08,7,0.6200024
6,6,0.13,8,0.6199864
3,7,0.14,7,0.6199293
6,5,0.05,7,0.61979246
9,10,0.15,9,0.61953926
9,8,0.15,8,0.61948186
8,3,0.1,8,0.61947757
3,4,0.14,8,0.61944956
4,4,0.05,8,0.6194333
4,10,0.03,10,0.6193993
4,8,0.02,7,0.6193824
6,4,0.1,7,0.6193396
8,6,0.07,7,0.6191882
8,9,0.08,8,0.6191776
4,8,0.03,7,0.61916953
10,10,0.06,9,0.61910844
10,8,0.03,8,0.619087
7,6,0.04,8,0.6190776
10,10,0.1,7,0.6190598
9,10,0.1,6,0.6190155
9,10,0.1,8,0.6188969
8,9,0.04,8,0.6188558
8,10,0.11,8,0.618837
2,8,0.11,6,0.61880535
9,10,0.13,9,0.618751
6,4,0.14,8,0.6186819
4,10,0.09,9,0.618657
2,5,0.13,7,0.61850166
2,7,0.12,6,0.61843467
8,10,0.03,9,0.618404
6,3,0.05,7,0.6183989
3,6,0.04,6,0.6183373
8,10,0.09,9,0.6183366
4,10,0.07,9,0.61824274
9,8,0.04,8,0.6182274
8,6,0.12,8,0.61811304
5,3,0.12,8,0.6180986
10,10,0.1,10,0.6180895
8,4,0.06,7,0.61808896
5,4,0.05,7,0.6180331
7,5,0.1,8,0.6180318
7,9,0.11,8,0.6180003
8,5,0.1,7,0.6179291
9,4,0.1,8,0.6179004
7,3,0.04,8,0.6178336
5,10,0.07,7,0.6177583
5,4,0.1,8,0.61772215
10,10,0.12,7,0.61770296
6,5,0.1,7,0.6176933
5,7,0.14,7,0.6176258
9,10,0.02,8,0.61753106
4,10,0.1,9,0.61752963
6,8,0.09,8,0.61752594
3,10,0.07,8,0.6175078
3,3,0.03,6,0.61747575
10,8,0.02,8,0.61739343
7,8,0.15,8,0.617343
8,5,0.13,8,0.6172747
5,4,0.04,7,0.617267
10,9,0.07,9,0.61725783
6,4,0.11,7,0.617224
6,10,0.02,7,0.6172162
9,9,0.15,8,0.6171188
8,10,0.07,6,0.61709917
6,5,0.09,6,0.61700803
8,5,0.09,7,0.61695457
9,5,0.04,8,0.6168165
6,9,0.05,6,0.616813
2,5,0.15,6,0.6167768
7,7,0.1,7,0.6167261
4,7,0.02,7,0.6167165
2,3,0.13,7,0.616693
5,5,0.12,8,0.61662436
5,7,0.09,7,0.6165974
2,6,0.14,7,0.6165721
4,5,0.11,8,0.61655855
4,9,0.02,6,0.61647296
10,5,0.06,7,0.6164472
10,10,0.13,6,0.61639845
9,4,0.14,8,0.6163455
2,7,0.14,6,0.6162859
2,9,0.14,8,0.6161765
9,10,0.15,8,0.61604905
3,7,0.06,9,0.61603874
7,9,0.08,8,0.6155705
2,8,0.11,7,0.61556333
3,8,0.04,8,0.6155454
8,3,0.11,8,0.6155032
7,9,0.05,9,0.61547214
5,4,0.08,7,0.6153913
6,9,0.14,7,0.61536527
10,10,0.12,10,0.6153577
2,7,0.11,6,0.61534077
7,4,0.14,8,0.6153399
4,4,0.13,8,0.61533475
4,4,0.06,7,0.61529875
6,9,0.07,8,0.6152777
4,7,0.15,7,0.6151854
8,5,0.03,8,0.61514634
9,6,0.11,8,0.615111
10,5,0.1,8,0.6150928
8,6,0.06,8,0.61508656
3,8,0.02,7,0.61489224
4,9,0.05,6,0.61488605
6,5,0.03,7,0.6148852
6,10,0.08,7,0.61479115
8,7,0.13,8,0.6147823
3,3,0.09,7,0.6147689
4,3,0.07,7,0.6147246
9,10,0.12,8,0.6146996
8,10,0.02,7,0.6146996
10,4,0.05,8,0.61468625
10,3,0.05,8,0.61468244
6,10,0.07,8,0.6146636
10,10,0.07,9,0.6146483
2,3,0.03,6,0.6146267
7,5,0.11,7,0.61461645
8,9,0.05,8,0.6146071
3,7,0.05,6,0.6145473
8,7,0.09,7,0.61442626
8,8,0.1,8,0.61440474
5,7,0.05,7,0.61438805
7,7,0.14,8,0.6142889
2,5,0.07,6,0.6142734
8,6,0.15,8,0.61421764
8,3,0.05,8,0.61414564
5,6,0.13,8,0.61413896
8,6,0.11,8,0.6141301
3,10,0.03,9,0.6141222
8,4,0.07,7,0.61411077
9,9,0.04,8,0.6140771
5,7,0.11,9,0.6140532
10,3,0.1,8,0.6140252
2,7,0.04,7,0.61401993
2,10,0.03,8,0.6139889
4,5,0.05,8,0.61397743
5,7,0.06,7,0.61396086
7,7,0.06,8,0.61376244
5,9,0.08,6,0.61376035
2,5,0.1,8,0.61375034
3,9,0.03,8,0.6137302
8,5,0.05,7,0.613729
10,9,0.05,9,0.6136412
3,10,0.12,8,0.61363024
4,10,0.09,8,0.6136152
3,5,0.09,7,0.61359197
4,9,0.03,8,0.6135145
4,8,0.07,8,0.61330986
7,9,0.02,8,0.6132767
9,8,0.06,9,0.6132531
9,7,0.05,7,0.61321497
7,8,0.1,7,0.61320436
4,8,0.09,8,0.61312
5,9,0.03,7,0.612981
4,10,0.15,8,0.61296314
9,5,0.1,8,0.6129082
9,9,0.06,7,0.6128915
10,6,0.08,7,0.61285406
9,5,0.06,8,0.6128521
10,7,0.14,8,0.61278397
8,10,0.04,10,0.6127479
3,9,0.14,9,0.61269736
7,3,0.06,8,0.6126894
4,3,0.11,8,0.61244535
3,7,0.15,6,0.6124218
8,4,0.13,7,0.6124128
10,4,0.02,7,0.61234975
9,3,0.05,8,0.6123275
3,4,0.12,7,0.6122925
2,5,0.05,6,0.61227655
6,7,0.14,7,0.61218935
4,3,0.1,8,0.61213017
5,6,0.12,7,0.61209166
5,10,0.14,7,0.6120568
9,9,0.05,8,0.61204666
2,9,0.09,6,0.6120078
5,10,0.08,7,0.6119684
2,5,0.11,7,0.6119175
8,7,0.15,8,0.6118933
5,7,0.04,7,0.61187875
2,9,0.05,7,0.6118694
8,10,0.14,9,0.61177456
7,5,0.07,7,0.6116604
7,8,0.06,7,0.6116419
8,6,0.05,7,0.61161107
10,6,0.14,8,0.6114794
7,4,0.08,8,0.6114453
6,5,0.06,8,0.6113012
2,10,0.07,9,0.6112078
5,4,0.13,7,0.6111136
6,3,0.13,8,0.611096
6,9,0.15,7,0.6110769
9,3,0.14,8,0.6110505
3,8,0.13,6,0.61102563
7,10,0.11,9,0.6110256
7,7,0.11,8,0.6110061
8,7,0.05,7,0.6109493
2,6,0.13,7,0.6109482
7,7,0.02,7,0.61093897
5,6,0.05,7,0.6108988
4,9,0.12,8,0.61088824
4,7,0.14,8,0.61076343
9,7,0.04,7,0.6106787
8,3,0.03,8,0.610646
4,5,0.08,7,0.61062384
5,9,0.04,9,0.61058235
6,6,0.06,6,0.61050224
2,7,0.09,6,0.6104461
9,10,0.12,9,0.6103833
3,3,0.13,7,0.610338
6,7,0.1,8,0.6102266
3,4,0.04,6,0.6101963
7,10,0.06,9,0.610177
7,7,0.08,8,0.61016494
5,7,0.02,7,0.61003214
6,4,0.04,7,0.61003155
7,9,0.06,7,0.610001
2,4,0.06,6,0.60999405
2,10,0.04,5,0.6099713
3,7,0.06,8,0.60985076
8,8,0.03,7,0.60977304
2,3,0.13,8,0.60977
6,3,0.11,8,0.6097119
4,7,0.09,7,0.60969746
2,9,0.15,5,0.6096953
6,9,0.06,7,0.60964847
9,3,0.02,7,0.6096324
2,4,0.13,7,0.6095803
5,5,0.02,7,0.6095436
3,4,0.08,5,0.6095205
9,6,0.12,8,0.60942656
3,8,0.08,7,0.60941976
9,10,0.08,8,0.60941297
2,10,0.1,8,0.6093963
3,3,0.03,10,0.60934913
7,9,0.09,7,0.6093145
9,8,0.1,7,0.60922474
4,7,0.05,8,0.60915893
10,3,0.09,8,0.6090878
4,3,0.14,8,0.60899484
9,10,0.06,8,0.60895485
3,9,0.15,9,0.6089435
3,9,0.15,7,0.6088945
5,6,0.1,8,0.60887045
6,3,0.1,8,0.6088259
2,8,0.08,6,0.6088247
4,10,0.15,7,0.60880435
3,6,0.05,6,0.6086922
8,3,0.12,7,0.6086626
10,10,0.09,8,0.6086145
2,10,0.11,7,0.6084679
8,10,0.14,8,0.6084662
9,3,0.11,8,0.6084625
10,7,0.15,8,0.6084328
7,7,0.09,7,0.60841805
3,6,0.02,7,0.6084117
2,8,0.06,6,0.6082532
2,5,0.08,5,0.6082444
5,8,0.08,6,0.6082186
10,10,0.11,7,0.6082121
3,6,0.08,8,0.6082076
8,6,0.14,7,0.60816777
6,3,0.03,8,0.6081476
4,7,0.09,8,0.60810655
9,7,0.07,6,0.60799694
5,6,0.04,6,0.60796696
7,4,0.12,7,0.6077997
3,6,0.05,5,0.607798
6,6,0.11,8,0.6077893
2,7,0.08,6,0.607756
7,3,0.14,8,0.60775554
7,3,0.07,8,0.60770464
9,7,0.02,8,0.6076667
6,5,0.08,6,0.6074932
2,3,0.15,7,0.607402
9,10,0.07,9,0.6073986
2,7,0.15,5,0.6073747
7,9,0.15,8,0.6073322
9,9,0.03,7,0.60717344
7,8,0.09,7,0.6071708
5,9,0.13,6,0.60716367
7,3,0.03,7,0.60707796
2,3,0.04,7,0.60700244
10,3,0.08,8,0.6069947
3,8,0.06,7,0.60695994
8,4,0.08,7,0.6069244
10,8,0.14,8,0.6068291
5,4,0.06,7,0.6067479
4,3,0.03,8,0.60674345
5,8,0.04,7,0.60666025
3,9,0.12,5,0.60664964
4,6,0.05,7,0.6066054
9,6,0.02,8,0.606573
9,3,0.03,8,0.6065043
2,3,0.14,7,0.60643196
3,4,0.12,6,0.60636324
7,10,0.14,9,0.6063146
2,5,0.14,6,0.6062419
7,9,0.07,9,0.60619074
6,8,0.05,7,0.6061714
4,6,0.09,6,0.6061697
2,5,0.05,5,0.6061053
5,3,0.09,8,0.6060987
10,5,0.02,7,0.6060746
4,9,0.12,9,0.6059686
6,9,0.11,7,0.6059577
9,8,0.05,7,0.6059138
7,10,0.11,8,0.6058388
4,4,0.11,7,0.60582805
7,3,0.09,8,0.6057664
2,10,0.04,7,0.605637
2,6,0.11,6,0.6055148
5,8,0.09,8,0.60545474
9,8,0.12,7,0.6053989
5,7,0.07,7,0.60534406
10,3,0.07,8,0.6052917
3,7,0.11,6,0.60526675
8,8,0.02,7,0.6052491
3,10,0.08,8,0.60523397
4,5,0.1,7,0.6052183
6,8,0.13,7,0.6051667
2,9,0.13,7,0.60515296
5,9,0.1,7,0.60509765
8,4,0.04,7,0.6050265
3,9,0.1,8,0.6049842
3,7,0.04,6,0.604965
8,8,0.06,8,0.6048139
4,8,0.08,7,0.60479426
9,10,0.03,9,0.6047655
4,4,0.06,6,0.6046203
5,10,0.15,10,0.60452867
2,7,0.15,6,0.60452414
10,6,0.04,7,0.60435265
9,5,0.12,7,0.6042846
4,7,0.08,7,0.60423845
4,7,0.1,6,0.604219
4,10,0.1,7,0.6041865
8,4,0.15,8,0.60402286
8,5,0.04,7,0.6040023
8,6,0.1,8,0.60399467
2,6,0.02,7,0.6039928
10,5,0.04,7,0.60395604
9,3,0.08,7,0.60394
8,9,0.1,8,0.60392916
2,6,0.1,6,0.6039162
10,8,0.13,8,0.6038278
8,5,0.02,7,0.6038043
7,8,0.07,7,0.60376495
2,9,0.02,7,0.6037419
3,10,0.08,10,0.60366046
6,8,0.04,7,0.60365134
7,7,0.02,8,0.603642
9,5,0.04,7,0.60361916
5,7,0.13,7,0.6036099
3,10,0.04,8,0.60360616
8,5,0.08,7,0.60358834
5,6,0.03,6,0.60350835
3,10,0.12,7,0.60349196
2,8,0.15,7,0.6034842
4,4,0.14,7,0.6034548
5,4,0.15,6,0.60335165
5,4,0.14,8,0.60332894
6,7,0.12,8,0.60328263
7,3,0.13,8,0.6031797
4,9,0.14,7,0.603173
8,10,0.04,6,0.6030995
8,4,0.02,7,0.60307884
2,6,0.09,6,0.6030211
2,9,0.1,5,0.60299027
9,3,0.11,7,0.60297716
9,6,0.1,8,0.60295516
3,10,0.03,8,0.60293144
6,9,0.09,8,0.6027876
8,8,0.08,8,0.6027717
2,8,0.03,6,0.60269535
2,4,0.02,7,0.60268027
3,6,0.09,7,0.6026783
8,10,0.09,7,0.60267067
9,4,0.13,7,0.602612
5,3,0.13,8,0.6024877
8,9,0.07,9,0.6024506
5,4,0.09,7,0.6022958
8,4,0.12,7,0.602294
5,10,0.11,10,0.60212964
6,3,0.09,8,0.60212713
10,5,0.03,7,0.6021238
7,6,0.06,7,0.60207206
6,10,0.04,9,0.60206634
9,10,0.08,7,0.60185087
2,8,0.13,5,0.601843
7,10,0.12,10,0.6018172
4,5,0.09,7,0.6017896
8,10,0.15,9,0.6017731
8,5,0.12,8,0.60173434
7,9,0.05,7,0.6016742
2,7,0.03,7,0.6016732
10,4,0.14,7,0.6015187
3,8,0.12,6,0.60150313
9,9,0.12,8,0.6014765
10,9,0.11,8,0.60145396
4,10,0.05,7,0.6014458
4,9,0.11,8,0.6014384
3,8,0.03,6,0.6013787
9,3,0.09,8,0.60136473
10,10,0.12,9,0.60134864
2,9,0.11,7,0.6013184
3,7,0.13,6,0.6011833
2,3,0.09,6,0.60117936
2,10,0.09,9,0.60105145
8,4,0.09,7,0.60100764
9,4,0.07,8,0.6009671
3,6,0.15,6,0.60092205
8,3,0.13,8,0.6008839
3,8,0.15,7,0.6008496
3,8,0.04,7,0.60083914
3,9,0.05,7,0.60066104
5,10,0.08,8,0.6005551
3,3,0.08,7,0.6005143
4,9,0.1,7,0.60049605
9,8,0.11,8,0.6004254
6,10,0.03,6,0.6003724
4,10,0.15,9,0.60035676
7,7,0.15,9,0.60024357
6,6,0.14,8,0.6001993
3,9,0.04,9,0.6001596
9,4,0.15,7,0.60011756
7,6,0.02,8,0.6001055
2,4,0.04,5,0.60009444
5,3,0.14,7,0.599964
7,4,0.06,7,0.5998871
8,3,0.02,8,0.59987795
10,7,0.12,7,0.59986305
6,7,0.15,7,0.59985524
10,8,0.09,8,0.5997573
7,4,0.02,7,0.5997466
2,9,0.15,6,0.5997292
4,8,0.12,6,0.5997136
6,3,0.08,8,0.5996783
6,6,0.04,7,0.59947777
10,4,0.07,8,0.59947455
8,7,0.14,8,0.59944725
4,8,0.13,7,0.59934354
9,6,0.13,7,0.59934306
3,7,0.08,7,0.5993167
3,6,0.12,6,0.59918624
7,7,0.06,7,0.5990802
5,10,0.08,9,0.5990665
4,10,0.11,10,0.5989631
2,3,0.12,8,0.5989629
4,9,0.04,6,0.59888566
5,5,0.06,6,0.5988581
4,3,0.15,8,0.59882903
5,10,0.14,9,0.59871066
10,9,0.09,9,0.5987003
10,3,0.03,8,0.59868616
7,6,0.03,7,0.59858584
8,10,0.12,10,0.59854114
6,4,0.03,7,0.59845173
7,8,0.08,6,0.5984339
5,10,0.12,7,0.59839976
10,6,0.03,7,0.5983981
4,8,0.09,7,0.5983282
6,5,0.04,6,0.5981537
9,5,0.13,8,0.5981131
3,10,0.07,7,0.59790665
10,5,0.09,8,0.5978615
8,5,0.06,7,0.5978388
2,4,0.12,5,0.5978374
5,7,0.11,8,0.5977701
6,9,0.08,6,0.59774905
3,4,0.15,7,0.59772646
3,10,0.08,9,0.59768516
10,6,0.12,7,0.59765345
2,7,0.05,6,0.5975729
7,9,0.04,8,0.5974168
10,5,0.11,8,0.5973784
6,10,0.15,9,0.59730387
2,10,0.08,9,0.59729975
2,5,0.12,5,0.5972096
5,5,0.12,7,0.5971488
10,10,0.09,10,0.5970821
2,7,0.13,7,0.5970602
3,4,0.11,6,0.59703827
5,7,0.08,7,0.5970007
6,4,0.12,7,0.596996
8,9,0.14,8,0.5969193
8,9,0.12,9,0.59688294
7,5,0.02,7,0.59686387
3,10,0.11,8,0.596853
3,10,0.14,9,0.5968305
6,8,0.03,7,0.5968018
4,4,0.07,6,0.59679025
9,10,0.14,8,0.59678894
5,7,0.15,7,0.5966791
2,3,0.1,7,0.5966538
2,7,0.07,5,0.59656465
5,10,0.06,7,0.5965324
7,6,0.12,8,0.5965175
5,9,0.07,9,0.5964037
10,8,0.02,7,0.5963246
3,8,0.1,6,0.5962998
4,10,0.14,7,0.59623957
7,5,0.15,8,0.59621185
3,10,0.03,6,0.5961888
3,3,0.04,8,0.5961525
5,6,0.09,7,0.5961479
3,4,0.06,6,0.596122
9,9,0.04,7,0.596082
10,8,0.08,7,0.5960572
10,3,0.14,7,0.5960385
6,7,0.04,8,0.5959651
2,6,0.06,6,0.5959254
2,10,0.14,8,0.5958787
5,6,0.07,6,0.5958558
4,5,0.12,7,0.5957613
5,10,0.1,8,0.5957599
4,10,0.11,6,0.59570116
6,6,0.1,7,0.5956827
5,9,0.09,6,0.595674
8,10,0.04,9,0.595536
7,8,0.14,7,0.59547454
9,6,0.14,7,0.59546
6,3,0.1,7,0.5953382
4,7,0.13,6,0.5953279
3,10,0.1,9,0.59526473
4,8,0.14,7,0.59525275
2,5,0.06,5,0.5952013
6,8,0.1,7,0.5951937
10,9,0.06,8,0.59511644
5,10,0.09,8,0.5950798
7,3,0.11,7,0.59506637
3,4,0.07,6,0.5948763
2,6,0.05,5,0.59482956
6,3,0.15,8,0.59481966
2,8,0.09,5,0.5947635
