umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
6,6,0.04,8,0.4160919
10,4,0.02,5,0.4160815
2,7,0.14,9,0.41606906
7,5,0.09,7,0.41606638
8,7,0.02,10,0.41602448
10,4,0.11,6,0.4159999
8,8,0.06,10,0.41593277
2,7,0.13,10,0.4158236
2,4,0.08,5,0.41581607
5,7,0.11,10,0.41578355
5,6,0.07,9,0.4157577
7,4,0.09,10,0.4157252
3,4,0.15,7,0.41572073
10,4,0.09,7,0.41571543
4,4,0.14,6,0.41562298
8,4,0.12,9,0.41562197
8,4,0.1,7,0.41560993
8,6,0.08,7,0.41553348
7,6,0.09,10,0.415507
5,4,0.11,6,0.41546082
9,4,0.14,7,0.41544303
4,6,0.08,9,0.41543654
5,4,0.07,7,0.41536936
3,10,0.02,10,0.41535264
3,6,0.09,7,0.41533902
10,6,0.03,7,0.41531688
6,7,0.02,9,0.41531438
3,6,0.14,10,0.41528496
2,5,0.13,6,0.41527435
7,5,0.13,9,0.41526738
2,8,0.05,8,0.4152623
5,4,0.02,5,0.41525728
5,6,0.12,10,0.41524172
4,5,0.12,10,0.4152185
2,4,0.12,7,0.41515574
4,5,0.1,8,0.41515273
10,5,0.05,8,0.41515064
7,9,0.05,10,0.41510746
2,10,0.12,10,0.4149337
5,6,0.06,9,0.41486862
6,6,0.04,9,0.41483355
4,5,0.06,9,0.41480687
8,6,0.04,8,0.41475353
5,7,0.1,9,0.41474122
7,10,0.04,10,0.41472504
3,5,0.09,5,0.41471928
9,5,0.11,9,0.41470933
6,10,0.04,10,0.4146726
6,6,0.07,10,0.414636
2,4,0.13,6,0.41462067
6,4,0.15,7,0.41462028
4,8,0.03,10,0.41461757
4,6,0.04,7,0.4146038
6,4,0.13,6,0.4145386
2,7,0.13,9,0.41451386
4,4,0.14,9,0.41441578
5,7,0.12,9,0.41440994
3,5,0.02,6,0.41434664
2,9,0.06,10,0.41431192
7,6,0.04,9,0.4143081
4,5,0.11,10,0.41429123
10,5,0.12,10,0.41416028
7,6,0.09,9,0.41409555
2,7,0.02,7,0.41394094
2,8,0.15,6,0.4139003
5,4,0.15,10,0.4138747
7,6,0.1,8,0.4138189
4,5,0.08,10,0.4138165
10,2,0.04,5,0.4138069
7,4,0.12,9,0.41367802
5,8,0.06,10,0.4136389
2,5,0.05,5,0.41359642
5,5,0.09,8,0.41354448
10,7,0.06,10,0.41352427
2,6,0.14,5,0.41342106
6,7,0.05,10,0.41341785
2,8,0.11,10,0.4134124
8,9,0.1,10,0.41340318
2,5,0.11,6,0.41335958
7,7,0.04,10,0.41335577
2,9,0.14,9,0.41323528
10,7,0.03,9,0.41319403
3,5,0.09,6,0.41318235
8,2,0.08,5,0.41317022
8,4,0.12,10,0.41311422
10,4,0.15,8,0.41309544
2,9,0.09,10,0.41309118
2,10,0.13,9,0.4129658
9,6,0.04,8,0.41290227
5,7,0.1,10,0.41285324
2,8,0.03,9,0.4128326
2,5,0.11,5,0.41282916
10,4,0.03,5,0.41280735
2,9,0.05,7,0.41280168
6,8,0.02,10,0.41275245
6,7,0.07,9,0.41274986
10,2,0.13,5,0.4126729
10,4,0.15,9,0.41266555
5,4,0.12,10,0.41263753
7,9,0.1,10,0.41262326
8,7,0.04,10,0.41259152
9,5,0.05,7,0.41256267
9,5,0.05,6,0.41250935
2,10,0.1,6,0.41247886
9,5,0.05,10,0.4124626
3,7,0.09,9,0.41245744
2,10,0.06,10,0.41241407
3,5,0.1,7,0.4124089
6,6,0.04,6,0.4123905
9,4,0.13,7,0.41238537
4,5,0.15,10,0.4123392
8,9,0.06,9,0.41230947
10,4,0.04,5,0.4123014
9,6,0.05,9,0.4122952
2,9,0.14,10,0.41229182
7,8,0.07,10,0.4122834
8,5,0.06,7,0.41225576
7,5,0.14,8,0.4122434
4,5,0.04,8,0.4122295
4,7,0.02,9,0.4122141
3,6,0.05,8,0.412207
7,9,0.12,10,0.4121195
2,8,0.15,5,0.4120981
4,8,0.1,10,0.4120677
2,6,0.09,5,0.41202536
7,4,0.15,6,0.41200653
5,9,0.02,10,0.4119821
2,8,0.09,7,0.41195548
7,7,0.04,9,0.41193905
3,7,0.04,7,0.41188887
2,7,0.04,6,0.41187036
10,4,0.13,10,0.41186604
6,4,0.13,7,0.41183078
4,4,0.13,8,0.41177985
5,6,0.07,8,0.41176975
6,5,0.04,6,0.41176602
2,10,0.15,10,0.41175988
2,6,0.12,5,0.41167584
5,5,0.12,8,0.4116615
2,10,0.06,9,0.41162688
8,4,0.15,6,0.4115745
7,9,0.11,10,0.41155285
5,5,0.13,7,0.4114993
5,4,0.03,5,0.41147977
7,6,0.05,8,0.41137883
4,4,0.04,5,0.41132897
7,5,0.02,5,0.41126624
4,8,0.11,10,0.41122502
6,9,0.08,10,0.41120306
6,6,0.08,8,0.41119072
4,8,0.05,10,0.41118094
5,9,0.03,10,0.41112176
9,6,0.12,9,0.41104203
10,8,0.03,10,0.4109946
2,9,0.07,8,0.41098684
2,9,0.14,8,0.41095194
2,7,0.05,7,0.41084802
2,7,0.15,6,0.4108469
7,5,0.09,9,0.41078845
3,6,0.1,9,0.4107614
5,5,0.08,10,0.41074082
2,7,0.08,10,0.41066146
2,7,0.06,8,0.41065624
3,5,0.05,5,0.410634
4,5,0.1,7,0.41054547
3,4,0.12,6,0.4105148
5,5,0.11,10,0.41047567
2,8,0.14,9,0.41042495
3,8,0.02,10,0.41039184
10,8,0.02,10,0.41024417
3,5,0.15,7,0.41019234
7,2,0.11,5,0.41017443
2,9,0.08,7,0.41016954
6,4,0.15,8,0.4101559
8,5,0.1,10,0.41011965
8,4,0.05,5,0.41011208
10,9,0.06,10,0.40996823
5,8,0.07,10,0.4099195
2,8,0.06,10,0.40986866
2,8,0.05,7,0.40985897
2,8,0.02,6,0.40982327
6,7,0.1,8,0.4098058
5,6,0.09,9,0.40969068
10,7,0.02,9,0.40957698
8,4,0.05,6,0.40955296
4,5,0.12,9,0.40950802
5,5,0.07,9,0.40948856
5,6,0.14,10,0.40936038
9,2,0.15,5,0.40935844
3,6,0.06,8,0.40932968
2,8,0.1,10,0.40929502
6,5,0.08,6,0.4092866
7,9,0.08,10,0.4092549
6,6,0.09,10,0.4092461
4,8,0.06,10,0.4092007
7,4,0.13,6,0.40916547
4,9,0.08,9,0.40911496
5,5,0.08,8,0.4090316
8,10,0.04,9,0.40899554
3,4,0.1,6,0.40881884
3,5,0.1,9,0.40878507
7,7,0.07,9,0.4087384
3,6,0.1,8,0.40869585
2,8,0.07,10,0.4086541
4,5,0.11,9,0.40865192
5,6,0.08,10,0.40863538
6,10,0.05,10,0.40861183
8,6,0.07,8,0.40860462
5,4,0.11,9,0.40860447
3,5,0.05,6,0.40857837
2,6,0.13,6,0.40856653
3,5,0.08,8,0.4085431
7,3,0.11,5,0.4084958
7,5,0.02,6,0.40846568
4,5,0.13,10,0.40838304
7,4,0.11,10,0.40836772
3,5,0.12,10,0.40835056
6,4,0.03,5,0.4083256
5,7,0.05,9,0.4082985
10,7,0.07,10,0.40829232
2,7,0.06,10,0.4082567
2,10,0.04,7,0.40820146
6,5,0.02,7,0.40818876
7,2,0.03,5,0.40815094
5,9,0.04,10,0.4081329
7,5,0.14,7,0.40812775
3,4,0.09,5,0.4080818
8,7,0.08,10,0.40802234
5,9,0.05,10,0.40799028
9,10,0.02,10,0.4079578
7,5,0.12,10,0.40786234
8,9,0.07,10,0.40785518
2,9,0.1,9,0.40785134
3,4,0.06,5,0.40784702
2,5,0.12,5,0.4078414
6,8,0.05,10,0.40768823
9,7,0.13,9,0.40767804
8,3,0.14,6,0.4076691
10,6,0.1,7,0.40758
9,5,0.03,6,0.4075764
7,4,0.06,8,0.4075469
10,4,0.1,7,0.40751293
7,6,0.07,10,0.40742782
3,6,0.11,9,0.40740556
6,5,0.08,8,0.40738255
8,6,0.12,10,0.40737507
9,10,0.07,10,0.40735635
5,7,0.08,10,0.40733683
4,6,0.02,8,0.40731403
7,9,0.02,8,0.40730888
2,5,0.14,9,0.40723777
7,4,0.09,9,0.40721607
8,6,0.05,10,0.4071709
6,6,0.12,9,0.4071676
4,10,0.07,10,0.4071634
7,5,0.13,10,0.407108
8,10,0.09,10,0.40708184
5,4,0.09,9,0.40707344
2,6,0.13,10,0.40706876
3,5,0.03,8,0.40706715
6,5,0.05,8,0.40705723
4,6,0.1,8,0.4070292
6,5,0.1,9,0.40700993
5,4,0.06,5,0.40699768
2,10,0.11,10,0.40698606
10,4,0.13,6,0.40698165
5,6,0.13,10,0.40696827
3,4,0.14,5,0.40696457
8,9,0.03,8,0.40694866
10,10,0.03,10,0.40694556
5,6,0.1,10,0.40694073
6,8,0.08,10,0.40693983
5,8,0.04,9,0.40693417
3,7,0.09,10,0.40693086
8,4,0.03,8,0.40690768
3,8,0.1,10,0.40684986
2,8,0.14,7,0.4068344
9,9,0.05,10,0.40682518
7,4,0.07,7,0.40677685
5,4,0.13,10,0.40675923
10,4,0.07,6,0.40674198
5,4,0.05,5,0.40673473
9,2,0.03,5,0.4067308
5,5,0.05,8,0.4066688
5,2,0.11,5,0.4066336
5,5,0.02,7,0.40648308
7,7,0.02,10,0.40639165
9,10,0.1,10,0.40639052
8,5,0.06,8,0.40638882
7,4,0.07,10,0.406379
2,7,0.02,8,0.40634972
2,10,0.04,6,0.40631318
5,5,0.09,9,0.4062747
10,7,0.13,10,0.4062596
4,10,0.04,10,0.40625763
10,9,0.09,10,0.40625435
7,5,0.12,6,0.40621227
3,5,0.13,8,0.40621212
6,9,0.03,9,0.4062001
3,5,0.04,6,0.40617362
7,4,0.12,10,0.40617335
10,4,0.15,6,0.4061642
7,4,0.12,5,0.4061575
4,5,0.08,9,0.40614715
2,8,0.15,10,0.4061235
4,6,0.06,10,0.40611193
5,7,0.09,10,0.4060401
2,8,0.03,5,0.40602925
2,9,0.08,5,0.40597245
10,6,0.12,9,0.40592375
6,5,0.12,9,0.40591374
2,4,0.09,6,0.40580016
6,4,0.09,8,0.40573013
2,10,0.06,8,0.4057265
8,4,0.15,9,0.4056641
4,6,0.1,10,0.40566227
5,5,0.03,5,0.40562057
6,7,0.03,8,0.40558732
5,7,0.15,10,0.4055231
2,9,0.15,8,0.40550235
3,6,0.07,8,0.4054824
9,6,0.05,10,0.40545735
2,8,0.07,5,0.4054475
9,8,0.06,10,0.40543664
7,6,0.1,9,0.40539527
4,8,0.04,10,0.40537357
3,7,0.14,10,0.40534672
2,4,0.05,6,0.40532318
3,4,0.15,9,0.40532288
3,3,0.08,5,0.4053204
2,6,0.08,8,0.405279
2,10,0.07,9,0.4052788
7,4,0.14,5,0.4052044
4,7,0.04,10,0.40514082
4,8,0.09,10,0.40507188
2,5,0.1,9,0.405052
5,7,0.14,10,0.40502703
10,7,0.07,9,0.404995
6,5,0.1,8,0.40493646
8,4,0.15,8,0.40493363
3,7,0.11,9,0.4049064
4,5,0.1,9,0.40488517
2,6,0.11,7,0.40480492
10,5,0.03,8,0.40475947
2,7,0.06,5,0.40472755
4,7,0.13,10,0.4047212
5,7,0.09,8,0.40464476
8,5,0.12,8,0.40464115
3,10,0.04,10,0.40462494
3,4,0.02,5,0.404595
10,8,0.06,10,0.4045836
8,4,0.12,8,0.40458232
7,5,0.11,7,0.4045498
2,10,0.04,9,0.40447563
10,5,0.06,5,0.40446937
5,10,0.02,10,0.40442213
5,7,0.02,9,0.40441328
5,6,0.02,7,0.40439698
9,9,0.11,10,0.40430698
9,2,0.12,5,0.40426764
3,4,0.14,7,0.40426096
7,5,0.11,9,0.4042432
10,6,0.05,7,0.40421286
9,7,0.03,8,0.40418628
6,7,0.08,9,0.40418464
4,10,0.06,10,0.4041315
2,5,0.14,6,0.4041242
9,6,0.14,10,0.4041176
10,8,0.07,10,0.40410256
3,6,0.06,10,0.4040869
3,8,0.04,10,0.4040411
4,5,0.04,6,0.4040373
3,3,0.08,6,0.4040227
6,9,0.07,10,0.40399352
3,5,0.03,5,0.40396896
7,10,0.05,10,0.4039413
10,8,0.03,9,0.4039346
10,4,0.12,10,0.40392098
8,5,0.11,8,0.40391076
2,5,0.06,8,0.40386355
3,6,0.08,10,0.40380725
2,6,0.07,8,0.4037999
10,4,0.09,5,0.40373674
8,6,0.06,9,0.40369284
5,6,0.15,10,0.4036782
10,4,0.12,9,0.40365005
9,5,0.03,5,0.40360296
9,9,0.07,9,0.40358105
6,5,0.15,10,0.40349016
6,9,0.11,10,0.4034797
6,7,0.06,7,0.40346524
2,8,0.06,5,0.40341854
6,7,0.04,9,0.40339407
8,5,0.05,5,0.40338585
10,6,0.09,9,0.40336215
2,8,0.06,7,0.40335122
7,6,0.02,5,0.40333134
10,5,0.05,9,0.40332767
2,10,0.03,6,0.40330768
3,4,0.1,7,0.40327182
10,4,0.08,5,0.40326867
4,5,0.09,8,0.40326497
7,6,0.08,9,0.40325716
10,6,0.12,8,0.40324742
10,7,0.14,10,0.4032124
10,7,0.12,10,0.40319902
6,6,0.04,7,0.40319562
9,8,0.08,10,0.40313572
5,6,0.03,8,0.40310335
4,6,0.03,10,0.4030988
3,4,0.11,5,0.40307474
4,7,0.06,10,0.40304893
2,7,0.14,7,0.40304148
8,10,0.07,10,0.4030247
10,5,0.13,10,0.4030137
9,4,0.09,5,0.40298593
2,8,0.06,6,0.402953
9,5,0.08,6,0.40295085
4,7,0.04,9,0.402915
5,8,0.05,10,0.40283227
8,6,0.1,7,0.40272167
2,9,0.02,7,0.40263548
8,6,0.03,7,0.40262824
4,7,0.02,8,0.4026155
10,4,0.14,6,0.40261355
2,4,0.12,9,0.4025758
7,6,0.02,8,0.40250045
5,4,0.11,10,0.4024854
3,6,0.12,10,0.4024819
5,4,0.09,10,0.40245527
4,5,0.13,9,0.40244046
6,6,0.08,7,0.40235385
9,5,0.02,7,0.40232858
8,5,0.04,7,0.40230638
7,4,0.1,5,0.40229937
6,4,0.13,5,0.40227512
3,5,0.07,5,0.40219402
5,9,0.07,10,0.4021126
3,6,0.03,6,0.40210554
6,5,0.14,7,0.4020984
2,8,0.03,8,0.40209502
4,8,0.02,9,0.4020892
8,10,0.02,9,0.40206492
2,7,0.13,7,0.40205434
2,10,0.03,7,0.40200612
3,9,0.07,10,0.40197584
3,5,0.02,5,0.4019672
9,10,0.09,10,0.40190467
5,5,0.15,10,0.401879
7,5,0.15,8,0.40187824
2,6,0.1,7,0.40181288
8,5,0.04,5,0.4017655
4,9,0.1,9,0.40170595
2,10,0.07,7,0.40166906
9,8,0.03,10,0.4016682
3,7,0.11,6,0.4016376
5,2,0.07,5,0.40159142
6,5,0.09,8,0.40158287
6,10,0.08,10,0.40157107
8,6,0.09,10,0.40155768
7,4,0.07,9,0.4015492
9,7,0.13,10,0.40153223
6,5,0.03,7,0.4014955
8,3,0.14,5,0.4014553
3,4,0.12,8,0.40141627
5,4,0.08,6,0.40139508
2,6,0.07,7,0.40134868
4,9,0.04,10,0.40133417
10,4,0.12,7,0.40132704
8,4,0.11,10,0.40132427
3,7,0.11,7,0.40127048
4,9,0.02,8,0.401238
9,10,0.11,10,0.40120003
7,4,0.11,5,0.40118417
2,8,0.03,6,0.4011666
10,4,0.05,6,0.40115184
9,6,0.15,10,0.40112466
10,7,0.04,9,0.40111396
5,4,0.1,6,0.40106887
10,8,0.13,10,0.40103006
9,10,0.03,10,0.4010265
7,6,0.12,8,0.40101516
2,6,0.11,5,0.4009289
2,8,0.08,6,0.4009127
8,4,0.13,10,0.400893
3,10,0.03,10,0.40087414
7,6,0.08,10,0.40084928
2,8,0.07,9,0.40082735
2,10,0.14,7,0.4008034
4,10,0.11,10,0.40078455
8,4,0.13,8,0.40068737
4,7,0.05,9,0.40062967
6,9,0.1,10,0.40057698
7,5,0.05,8,0.4005635
2,7,0.09,6,0.40053326
6,7,0.13,10,0.4005151
10,6,0.07,8,0.40050235
5,6,0.15,9,0.40048423
3,7,0.07,8,0.40048265
4,9,0.11,10,0.40036553
6,10,0.03,9,0.40033486
8,5,0.11,7,0.40028456
4,4,0.14,10,0.40025818
8,4,0.04,8,0.400232
7,5,0.05,5,0.40022892
5,6,0.04,9,0.40020913
8,6,0.07,7,0.40020493
2,7,0.06,6,0.4001748
10,4,0.11,7,0.40014187
2,8,0.12,8,0.40012574
8,4,0.04,5,0.39996958
10,9,0.04,10,0.39993483
4,7,0.07,10,0.39992303
3,8,0.09,9,0.39988327
2,9,0.15,9,0.39982408
3,6,0.07,10,0.39978254
2,10,0.07,10,0.3997538
2,6,0.15,7,0.39975291
7,5,0.13,8,0.3997503
6,10,0.06,10,0.3997292
3,8,0.02,9,0.39971632
3,5,0.1,5,0.39970422
3,5,0.04,7,0.39968625
3,7,0.03,6,0.39967793
3,7,0.04,6,0.39962122
3,4,0.08,6,0.3995979
5,3,0.07,5,0.39950636
3,5,0.09,10,0.3994568
9,4,0.08,5,0.39940825
2,9,0.03,7,0.39934686
7,10,0.09,10,0.39934525
10,5,0.12,9,0.39933604
6,5,0.15,9,0.39933485
6,8,0.09,10,0.39928147
9,5,0.06,6,0.3992637
8,6,0.06,7,0.39920804
2,9,0.05,8,0.39919457
6,5,0.03,6,0.3991422
3,6,0.06,7,0.39912668
4,10,0.05,10,0.3991249
3,5,0.08,9,0.3991112
7,5,0.12,8,0.39909062
7,5,0.04,5,0.3990752
8,10,0.07,9,0.39906064
10,8,0.05,10,0.3990596
9,7,0.08,8,0.3990351
4,6,0.04,6,0.3990304
3,8,0.14,10,0.3990048
6,7,0.06,9,0.39886248
5,8,0.03,10,0.3988573
3,4,0.1,10,0.39885476
5,5,0.13,10,0.39883906
3,5,0.03,6,0.39871463
4,6,0.03,9,0.3987115
10,6,0.09,8,0.39870045
5,7,0.07,8,0.39858907
10,7,0.02,8,0.39857277
9,6,0.02,7,0.3985447
6,4,0.13,8,0.3985168
6,7,0.11,10,0.39845142
8,9,0.11,10,0.39842123
6,4,0.08,5,0.398415
3,5,0.06,6,0.39839545
2,7,0.04,8,0.39837295
7,5,0.1,8,0.3983223
2,8,0.05,6,0.39825732
7,4,0.04,5,0.39818665
8,2,0.13,5,0.3981822
5,6,0.14,9,0.39817682
8,10,0.05,10,0.3981717
5,6,0.02,8,0.39816245
5,6,0.04,7,0.39814666
4,5,0.1,10,0.39814588
2,8,0.14,5,0.3981067
3,6,0.13,9,0.39804158
5,10,0.03,10,0.3980258
5,5,0.14,9,0.39801297
9,7,0.02,9,0.39798602
2,8,0.09,9,0.39797577
10,9,0.07,10,0.39797148
10,4,0.15,7,0.3979518
2,5,0.1,6,0.39792964
9,6,0.04,7,0.39791617
6,6,0.07,7,0.39790267
9,8,0.02,9,0.39787808
2,8,0.08,10,0.3978387
8,5,0.05,6,0.3978243
6,6,0.02,8,0.39780137
8,6,0.03,6,0.39777952
2,10,0.09,9,0.3976765
8,4,0.09,8,0.39767438
10,7,0.05,9,0.39767152
5,4,0.07,5,0.39763263
5,8,0.13,10,0.39761475
5,5,0.15,9,0.3975929
9,8,0.04,10,0.39756986
7,5,0.09,8,0.39750606
7,5,0.12,7,0.39749438
2,7,0.14,8,0.39746645
4,4,0.03,7,0.3974288
3,6,0.09,9,0.39740717
3,4,0.14,8,0.39735836
4,5,0.02,8,0.3973182
3,7,0.1,8,0.39727643
4,6,0.14,10,0.39725128
2,8,0.08,7,0.3972382
6,4,0.06,5,0.3972063
8,4,0.15,7,0.39720303
5,7,0.12,10,0.39717695
5,7,0.11,9,0.39717007
9,3,0.13,7,0.3971645
6,5,0.03,5,0.39716327
3,4,0.13,9,0.39715225
8,4,0.1,5,0.39712498
3,8,0.1,9,0.3971076
9,4,0.09,7,0.39709556
6,6,0.09,9,0.3970887
10,6,0.1,8,0.39706197
7,10,0.03,10,0.3970245
7,9,0.04,9,0.39701673
9,3,0.09,5,0.39701104
8,9,0.14,10,0.39696515
2,8,0.06,8,0.39692098
10,9,0.02,8,0.39690232
4,7,0.03,9,0.39689726
2,9,0.11,6,0.39688554
4,9,0.09,9,0.3968482
4,4,0.15,9,0.39683655
4,7,0.1,10,0.39679912
7,5,0.1,6,0.3967636
2,10,0.11,9,0.3967344
10,6,0.06,10,0.396722
2,9,0.12,7,0.39667895
4,4,0.13,7,0.39667565
8,5,0.11,5,0.39665562
2,5,0.14,8,0.39654672
2,8,0.06,9,0.39651763
2,8,0.07,7,0.3964827
10,10,0.04,10,0.3964687
4,7,0.09,10,0.3964675
4,6,0.11,10,0.3964569
10,7,0.09,10,0.39644438
6,9,0.09,10,0.3964317
7,6,0.05,7,0.3964158
7,9,0.06,10,0.39640146
3,6,0.02,8,0.39633608
8,10,0.04,10,0.39631045
7,4,0.11,9,0.3962952
5,6,0.13,9,0.3962952
8,10,0.03,9,0.39625245
10,9,0.11,10,0.39621112
3,4,0.13,10,0.39620537
7,5,0.1,9,0.39620093
7,9,0.09,10,0.39613488
5,6,0.03,7,0.39613366
7,6,0.03,5,0.3961067
4,6,0.09,10,0.3960849
2,10,0.08,10,0.39604002
7,7,0.03,8,0.39602354
10,4,0.11,9,0.39597508
8,6,0.13,9,0.39595777
6,8,0.03,9,0.39585906
7,6,0.06,8,0.39576155
7,3,0.07,5,0.39572883
5,7,0.03,7,0.39567837
6,6,0.02,9,0.39567623
8,6,0.06,6,0.39563808
3,6,0.09,10,0.39563558
7,10,0.06,9,0.39562923
2,6,0.13,9,0.39561856
4,5,0.05,5,0.39557695
4,5,0.13,8,0.39555317
9,4,0.06,5,0.39554265
6,7,0.09,9,0.39553186
2,8,0.1,9,0.39552712
4,9,0.06,9,0.39551798
2,8,0.08,9,0.3955133
9,6,0.07,10,0.39549533
3,6,0.14,9,0.39542478
3,5,0.12,9,0.39541453
9,9,0.14,10,0.39534155
10,4,0.14,7,0.39533222
5,8,0.09,10,0.39532354
4,7,0.12,9,0.39530212
8,4,0.11,8,0.39526415
9,8,0.07,10,0.39523932
3,6,0.15,9,0.39523798
9,7,0.04,8,0.39522108
8,6,0.09,9,0.39521912
9,10,0.05,10,0.39521742
3,6,0.08,9,0.39515984
2,10,0.09,5,0.39514711
2,8,0.04,7,0.39504382
4,8,0.14,10,0.39503357
9,4,0.11,5,0.39499494
3,6,0.15,8,0.3949756
4,8,0.03,9,0.39493895
4,6,0.13,9,0.39493525
8,5,0.09,8,0.39493477
2,9,0.09,9,0.3948973
10,7,0.15,10,0.3948959
2,5,0.14,5,0.3948904
2,10,0.14,9,0.3948664
9,5,0.09,8,0.3948567
5,7,0.11,8,0.39482576
3,5,0.08,5,0.39479384
10,5,0.07,9,0.3947339
3,6,0.09,8,0.3947308
7,6,0.12,9,0.3947246
3,6,0.08,8,0.39469835
3,6,0.15,10,0.3946936
2,10,0.14,8,0.39467868
3,9,0.13,10,0.39459106
10,6,0.1,10,0.39455885
3,6,0.12,9,0.394516
9,10,0.13,10,0.3945073
3,7,0.11,10,0.3943831
6,6,0.13,7,0.39436293
5,5,0.08,7,0.39430583
4,4,0.14,5,0.39424843
4,8,0.04,9,0.39424816
10,7,0.11,10,0.39421725
6,9,0.02,9,0.3942167
3,7,0.12,9,0.39416736
2,8,0.1,8,0.39413452
7,5,0.07,5,0.3940881
4,7,0.08,8,0.39408135
9,6,0.08,8,0.39407387
10,6,0.08,7,0.3940437
5,6,0.11,9,0.39403385
5,5,0.1,8,0.3940199
4,8,0.08,9,0.39401355
7,5,0.03,5,0.39401227
4,5,0.06,6,0.39401048
4,5,0.03,5,0.39396653
2,8,0.02,8,0.39394742
10,9,0.1,10,0.393938
8,9,0.15,10,0.39390358
5,5,0.09,10,0.39388344
6,9,0.04,10,0.3938659
4,5,0.08,7,0.39382
4,7,0.11,10,0.393803
3,7,0.15,7,0.3937992
5,5,0.13,9,0.39379528
2,9,0.07,6,0.39375415
9,4,0.05,5,0.39374736
2,8,0.11,9,0.39374572
5,6,0.05,9,0.39373827
4,6,0.12,10,0.39373568
3,8,0.12,10,0.3937337
4,7,0.11,9,0.39373094
4,6,0.11,8,0.39365676
6,6,0.06,5,0.39365336
3,9,0.11,10,0.39360413
7,7,0.11,10,0.3935755
2,7,0.08,8,0.39357167
2,7,0.14,5,0.39349514
7,7,0.02,9,0.39348984
3,4,0.1,5,0.393486
2,7,0.06,9,0.39335606
6,7,0.02,8,0.39335427
10,7,0.13,9,0.3932671
10,7,0.06,9,0.39325842
3,6,0.1,7,0.39325428
5,5,0.06,6,0.39324147
6,10,0.04,9,0.3932303
2,8,0.14,6,0.39321712
3,4,0.08,5,0.39320835
9,5,0.12,7,0.3932065
9,6,0.15,8,0.3931968
4,9,0.02,9,0.39315143
10,5,0.05,6,0.39313665
10,9,0.08,10,0.39311296
3,5,0.1,10,0.39311168
6,7,0.12,8,0.39304632
4,4,0.11,5,0.39299455
8,9,0.02,9,0.39297354
9,3,0.14,6,0.39296964
7,4,0.14,8,0.3929552
2,6,0.06,5,0.39294666
10,8,0.02,9,0.39291683
9,9,0.09,10,0.3929103
7,10,0.06,10,0.39286628
3,5,0.15,9,0.3928537
9,7,0.06,9,0.39283913
2,9,0.12,6,0.39282468
8,10,0.06,10,0.39276516
6,6,0.13,10,0.3926909
4,5,0.11,7,0.39268836
8,6,0.05,8,0.39268002
6,8,0.07,10,0.39266938
3,4,0.12,5,0.39266497
2,10,0.11,8,0.39264208
2,8,0.11,8,0.39263865
4,7,0.07,9,0.39262533
4,4,0.06,6,0.39261585
7,5,0.12,9,0.3925872
10,7,0.08,9,0.39257693
6,7,0.12,10,0.39255312
5,5,0.1,10,0.39253592
6,6,0.02,7,0.39247513
3,4,0.03,5,0.39244393
6,7,0.06,8,0.39244315
5,6,0.07,7,0.39242262
3,7,0.06,10,0.3924154
2,9,0.06,6,0.3923923
5,8,0.04,8,0.3923831
4,10,0.06,9,0.3923792
4,9,0.09,10,0.3923431
7,8,0.03,9,0.39224076
9,7,0.08,9,0.3922285
2,10,0.11,7,0.39221892
10,8,0.07,9,0.3921871
3,6,0.02,6,0.39217076
10,9,0.04,9,0.39212915
6,7,0.07,8,0.39203852
8,4,0.07,5,0.3920112
10,6,0.13,7,0.3920082
8,10,0.1,10,0.3920045
8,5,0.14,9,0.39200354
4,9,0.03,10,0.39200053
2,10,0.04,10,0.39199963
2,8,0.07,6,0.39198637
2,8,0.15,7,0.39198098
2,10,0.14,10,0.391958
4,6,0.1,9,0.3919415
2,10,0.1,9,0.39192188
8,9,0.13,10,0.39182994
3,7,0.05,9,0.39181978
4,9,0.13,10,0.39179695
9,9,0.02,9,0.39179555
4,5,0.07,7,0.391704
8,9,0.09,10,0.39170158
8,5,0.15,5,0.39156514
3,9,0.08,9,0.3915601
7,7,0.06,10,0.39153355
4,7,0.08,10,0.39151755
2,6,0.13,7,0.39146137
6,5,0.08,9,0.39139453
8,6,0.1,9,0.39139125
4,4,0.09,5,0.3913778
9,9,0.04,9,0.39133254
8,7,0.15,10,0.39128765
6,7,0.04,8,0.39124078
3,6,0.04,9,0.39115933
5,5,0.12,7,0.39114264
4,7,0.12,10,0.39113554
2,5,0.07,5,0.3911159
6,6,0.02,5,0.39100873
7,7,0.08,8,0.39098388
9,7,0.03,9,0.3909787
2,6,0.13,5,0.39097238
2,10,0.12,7,0.3909712
6,8,0.04,9,0.39094728
10,8,0.11,10,0.39091414
4,10,0.02,9,0.39090553
8,7,0.03,9,0.3909022
5,7,0.03,8,0.390844
8,4,0.08,5,0.39081937
2,8,0.11,7,0.39080033
8,4,0.14,7,0.3907944
9,10,0.03,9,0.39079127
2,10,0.09,7,0.3907762
2,8,0.14,8,0.3907104
4,7,0.13,9,0.3906224
2,9,0.1,10,0.3906207
5,7,0.08,8,0.39059162
7,6,0.1,10,0.39055327
2,7,0.14,10,0.39052764
9,6,0.07,9,0.39046606
2,8,0.1,7,0.39035916
4,10,0.1,10,0.39029297
6,9,0.06,10,0.39027587
3,7,0.03,7,0.39026323
